ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại iPhone 12 Nhật Bản (Mới 100%),11.650.000 ₫,11650000,13.950.000₫,13950000,https://mobilecity.vn/apple/iphone-12.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/iphone-12-chinh-hang-blue.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 14.1, có thể nâng lên iOS 15.3 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, Dolby Vision / 6.1 inches, Full HD+ (1170 x 2532 pixels) / Thủy tinh gốm chống xước, lớp phủ oleophobic / True-tone | Độ phân giải: 1170 x 2532 pixels | Màn hình rộng: 6.1 inches | Công nghệ cảm ứng: Cám ứng điện dung đa điểm | Camera sau: 12 MP, f/1.góc rộng), dual pixel PDAF, OIS / 12 MP, f/2.4, 120˚ (góc siêu rộng) / Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (lên đến 30fps) | Camera trước: 12 MP, f/2.2 (góc rộng) / SL 3D (đo độ sâu/sinh trắc học) / Quay phim: 4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR (photo/panorama) | Quay phim: 4K @ 24/30/60fps, 1080p @ 30/60/120/240fps, HDR, Dolby Vision HDR (lên đến 30fps) | Videocall: Có | Tốc độ CPU: 2x3.1 GHz + 4x1.8 GHz | Số nhân: 6 nhân | Chipset: Apple A14 Bionic (5 nm) / 6 nhân (2x3.1 GHz + 4x1.8 GHz) / GPU: Apple GPU (4 nhân đồ họa) | RAM: 4GB | Chip đồ họa (GPU): Apple GPU (4 nhân đồ họa) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 64-256GB | Thẻ nhớ ngoài: Không | Kiểu dáng: Khung nhôm + Hai mặt kính | Kích thước: 146.7 x 71.5 x 7.4 mm | Trọng lượng (g): 164 g | Loại pin: Li-Ion | Dung lượng pin: Li-Ion 2815 mAh / Sạc nhanh 20W, 100% pin trong 60 phút (Quảng cáo) / USB Power Delivery 2.0 / Sạc không dây Magsafe 15W / Sạc không dây Qi 7.5W | Pin có thể tháo rời: Không | 3G: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 / CDMA2000 1xEV-DO | 4G: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2172 | Loại Sim: Nano SIM | Khe gắn Sim: 2 SIM | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot | GPS: A-GPS, GLONASS, GALILEO, QZSS | Bluetooth: 5.0, A2DP, LE | GPRS/EDGE: Có | Jack tai nghe: Không | NFC: Có | Kết nối USB: Lightning, USB 2.0 | Kết nối khác: Không | Cổng sạc: Lightning | Ghi âm: Có | FM radio: Có"
Điện thoại iPhone 12 CPO Quốc tế (Mới 100%),11.650.000 ₫,11650000,13.950.000₫,13950000,https://mobilecity.vn/dien-thoai/iphone-12-cpo.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/07/iphone-12-cpo-tim.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 15.5 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, Dolby Vision, 625 nits (HBM), 1200 nits (tối đa) / 6.1 inches, Full HD+ (1170 x 2532 pixels), tỷ lệ 19.5:9 / Thủy tinh gốm chống xước, phủ oleophobic / Gamut màu rộng / True-tone | Độ phân giải: 1170 x 2532 pixels | Màn hình rộng: 6.1 | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 12 MP, f/1.6, 26mm (góc rộng), dual pixel PDAF, OIS / 12 MP, f/2.4, 13mm, 120˚ (góc siêu rộng) / Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (lên tới 30fps), thu âm stereo | Camera trước: 12 MP, f/2.2, 23mm (góc rộng) / SL 3D, (độ sâu/cảm biến sinh trắc học) / Quay phim: 4K @ 24/30/60fps, 1080p @ 30/60/120fps, con quay hồi chuyển EIS | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR (photo/panorama) | Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (lên tới 30fps), thu âm stereo | Videocall: Có | Tốc độ CPU: 2x3,1 GHz + 4x1,8 GHz | Số nhân: 6 nhân | Chipset: Apple A14 Bionic (5 nm) / 6 nhân (2x3,1 GHz + 4x1,8 GHz) / Apple GPU (4 nhân đồ họa) | RAM: 4GB | Chip đồ họa (GPU): Apple GPU (4 nhân đồ họa) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 64-256GB, NVMe | Thẻ nhớ ngoài: Không | Hỗ trợ thẻ tối đa: Không | Kiểu dáng: Khung kim loại + Mặt lưng kính | Kích thước: 146.7 x 71.5 x 7.4 mm | Trọng lượng (g): 164 g | Loại pin: Li-Ion | Dung lượng pin: Li-Ion 2815 mAh / Sạc nhanh 20W, 50% trong 30 phút / Sạc không dây MagSafe 15W / Sạc ngược không dây Qi 7.5W | Pin có thể tháo rời: Không | 3G: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 / CDMA2000 1xEV-DO | 4G: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2172 / 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2403, A2404 / 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2402 | Loại Sim: Nano-SIM/eSIM | Khe gắn Sim: 1 SIM (Nano-SIM/eSIM) / hoặc 2 SIM (Nano-SIM, 2 chế độ chờ) - Bản Trung Quốc | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot | GPS: A-GPS, GLONASS, GALILEO, QZSS | Bluetooth: 5.0, A2DP, LE | GPRS/EDGE: Có | Jack tai nghe: Không | NFC: Có | Kết nối USB: Lightning, USB 2.0 | Kết nối khác: NFC | Cổng sạc: Lightning | Ghi âm: Có | FM radio: Có"
Điện thoại iPhone 16e Chính hãng VN/A,12.950.000 ₫,12950000,,0,https://mobilecity.vn/dien-thoai/iphone-16e-apple-a18.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/02/iphone-16e-trang.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 18.4 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, 800 nits (HBM), 1200 nits (peak) / 6.1 inches, 1.5K (1170 x 2532 pixels) / Tỷ lệ 19.5:9, mật độ điểm ảnh ~457 ppi | Độ phân giải: 1170 x 2532 pixels | Màn hình rộng: 6.1 inches | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 48 MP, f/1.6, 26mm (góc rộng), PDAF, OIS / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, OIS, stereo sound rec. | Camera trước: 12 MP, f/1.9 (góc rộng) / SL 3D, (độ sâu/sinh trắc học) / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120fps, HDR | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR, panorama, 3D (spatial) audio (camera sau) / HDR, Dolby Vision HDR, 3D (spatial) audio, stereo sound rec. (camera trước) | Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, OIS, stereo sound rec. | Videocall: Có | Tốc độ CPU: 2x4.04 GHz + 4x2.20 GHz | Số nhân: 6 nhân | Chipset: Apple A18 (3 nm) / 6 nhân (2x4.04 GHz + 4x2.20 GHz) / GPU: Apple GPU (4 lõi đồ họa) | RAM: 8GB | Chip đồ họa (GPU): Apple GPU (4 lõi đồ họa) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 128-512GB | Thẻ nhớ ngoài: Không | Hỗ trợ thẻ tối đa: Không | Kiểu dáng: Khung nhôm phẳng / 2 mặt kính cường lực phẳng (Ceramic Shield) / Kháng nước, bụi IP68 (dưới 6m trong 30 phút) | Kích thước: 146.7 x 71.5 x 7.8 mm | Trọng lượng (g): 167 g | Loại pin: Li-Ion | Dung lượng pin: Li-Ion 4005 mAh / Sạc nhanh (dây) >20W / Sạc không dây (Qi) 7.5W | Pin có thể tháo rời: Không | 3G: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 | 4G: HSPA, LTE (CA), 5G | Loại Sim: Nano SIM + eSIM | Khe gắn Sim: Nano SIM + eSIM | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6, 2 băng tần, hotspot | GPS: GPS, GLONASS, GALILEO, BDS, QZSS, NavIC | Bluetooth: 5.3, A2DP, LE | GPRS/EDGE: Có | Jack tai nghe: Không / Loa kép stereo | NFC: Có | Kết nối USB: USB Type-C 2.0 | Kết nối khác: NFC | Cổng sạc: Type-C | Ghi âm: Có | FM radio: Có"
Điện thoại iPhone SE 4 (Camera 48MP),12.950.000 ₫,12950000,,0,https://mobilecity.vn/dien-thoai/iphone-se-4.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/12/apple-iphone-se-2025-ro-ri.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 18 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (typ), 2000 nits (peak) / 6.1 inches, 1.5K (1170 x 2532 pixels) | Độ phân giải: 1170 x 2532 pixels | Màn hình rộng: 6.1 inches | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 48 MP (góc rộng), dual pixel PDAF, sensor-shift OIS / Quay phim: 4K, 1080p | Camera trước: 12 MP (góc rộng) / Quay phim: 4K, 1080p | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR (photo/panorama) | Quay phim: 4K, 1080p | Videocall: Có | Tốc độ CPU: 2x4.04 GHz + 4x2.20 GHz | Số nhân: 6 nhân | Chipset: Apple A18 (3 nm) / 6 nhân (2x4.04 GHz + 4x2.20 GHz) / GPU: Apple GPU (5 lõi) | RAM: 8GB | Chip đồ họa (GPU): Apple GPU (5 lõi) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 128-512GB | Thẻ nhớ ngoài: Không | Hỗ trợ thẻ tối đa: Không | Kiểu dáng: Khung nhựa phẳng / Mặt lưng phẳng (kính) / Màn hình Dynamic Island (phẳng) / Bảo mật Face ID) | Dung lượng pin: Đang cập nhật | Pin có thể tháo rời: Không | Loại Sim: Nano SIM + eSIM | Khe gắn Sim: Nano SIM + eSIM | GPRS/EDGE: Có | NFC: Có | Ghi âm: Có | FM radio: Có"
Điện thoại iPhone 15 Chính hãng VN/A,15.450.000 ₫,15450000,,0,https://mobilecity.vn/dien-thoai/iphone-15-chinh-hang-nho-gon.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/09/iphone-15-hong.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 17 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (tối đa) / 6.1 inches, 1179 x 2556 pixels, tỷ lệ 19.5:9 / Mật độ điểm ảnh ~461 ppi / Ceramic Shield glass | Độ phân giải: 1179 x 2556 pixels | Màn hình rộng: 6.1 inches | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 48 MP, f/1.6, 26mm (góc rộng), dual pixel PDAF, sensor-shift OIS / 12 MP, f/2.4, 13mm, 120˚ (góc siêu rộng) / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec. | Camera trước: 12 MP, f/1.9, 23mm (góc rộng), PDAF / SL 3D (độ sâu/sinh trắc học) / HDR, Cinematic mode (4K@30fps) / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR (photo/panorama) | Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec. | Videocall: Có | Tốc độ CPU: 2x3.46 GHz Everest / 4x2.02 GHz Sawtooth | Số nhân: 6 nhân | Chipset: Apple A16 Bionic (4 nm) / 6 nhân (2x3.46 GHz & 4x2.02 GHz) / GPU: Apple GPU (5 lõi đồ họa) | RAM: 6GB | Chip đồ họa (GPU): Apple GPU (5 lõi đồ họa) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 128-512GB, NVMe | Thẻ nhớ ngoài: Không | Hỗ trợ thẻ tối đa: Không | Kiểu dáng: Khung nhôm vuông vức / Kính sau Corning-made / Kính trước Ceramic Shield / Thiết kế màn hình Dynamic Island / Kháng nước, bụi IP68 | Kích thước: 147.6 x 71.6 x 7.8 mm | Trọng lượng (g): 171 g | Loại pin: Li-Ion | Dung lượng pin: Li-Ion x mAh / Sạc nhanh 50% trong 30 ph (QC) / Sạc không dây (MagSafe) 15W / Sạc không dây (Qi) 7.5W | Pin có thể tháo rời: Không | 3G: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 | 4G: LTE | Loại Sim: Nano SIM và eSIM (Quốc tế) / Chỉ eSIM (bản Mỹ) / 2 SIM,Nano SIM (Trung Quốc) | Khe gắn Sim: Nano SIM và eSIM (Quốc tế) / Chỉ eSIM (bản Mỹ) / 2 SIM,Nano SIM (Trung Quốc) | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot | GPS: GPS, GLONASS, GALILEO, BDS, QZSS | Bluetooth: 5.3, A2DP, LE | GPRS/EDGE: Có | Jack tai nghe: Không | NFC: Có | Kết nối USB: USB Type-C 2.0, DisplayPort | Kết nối khác: NFC | Cổng sạc: Type-C | Ghi âm: Có | FM radio: Có"
"Điện thoại iPhone 13 Chính hãng VN/A (128GB, 256GB, 512GB)",17.450.000 ₫,17450000,21.950.000₫,21950000,https://mobilecity.vn/apple/iphone-13-chinh-hang-vn-a.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/10/iphone-13-xanh.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 15 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, Dolby Vision / 6.1 inches, (~460 ppi), 800 nits (HBM), 1200 nits (peak) / 1170 x 2532 pixels, 19.5:9 ratio / Kính cường lực Ceramic Shield / True-tone | Độ phân giải: 1170 x 2532 pixels | Màn hình rộng: 6.1 | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 12 MP, f/1.6, 26mm (góc rộng), dual pixel PDAF, OIS / 12 MP, f/2.4, 120˚, 13mm (góc siêu rộng) / Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps). | Camera trước: 12 MP, f/2.2, 23mm (góc rộng) / SL 3D, (depth/biometrics sensor) / Quay phim: 4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR (photo/panorama) | Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec. | Videocall: Có | Tốc độ CPU: 2x3.22 GHz Avalanche + 4xX.X GHz Blizzard | Số nhân: 6 nhân | Chipset: Apple A15 Bionic (5 nm) / 6 nhân (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard) / GPU: Apple GPU (4-core graphics) | RAM: 4GB | Chip đồ họa (GPU): Apple GPU (4-core graphics) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 128-512GB NVMe | Thẻ nhớ ngoài: Không | Kiểu dáng: Thanh + cảm ứng | Kích thước: 146.7 x 71.5 x 7.7 mm | Trọng lượng (g): 174 | Loại pin: Li-Ion | Dung lượng pin: 3240 mAh, sạc nhanh 20W, 50% trong 30ph (quảng cáo) / USB Power Delivery 2.0 / MagSafe wireless charging 15W | Pin có thể tháo rời: Không | 4G: 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2633, A2634, A2635 / 1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2482, A2631 | Loại Sim: Nano SIM | Khe gắn Sim: 2 SIM (1 eSIM) | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot | GPS: Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS | Bluetooth: 5.0, A2DP, LE | GPRS/EDGE: Có | Jack tai nghe: không | NFC: Có | Kết nối USB: Lightning, USB 2.0 | Cổng sạc: Lightning | Ghi âm: Có | FM radio: Có"
Điện thoại iPhone 15 Plus Chính hãng VN/A,17.550.000 ₫,17550000,,0,https://mobilecity.vn/dien-thoai/iphone-15-plus-chinh-hang-man-hinh-rong.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/09/iphone-15-plus-xanh-duong.jpg.webp,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 17 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (tối đa) / 6.7 inches, 1290 x 2796 pixels, tỷ lệ 19.5:9 / Mật độ điểm ảnh ~460 ppi / Ceramic Shield glass | Độ phân giải: 1290 x 2796 pixels | Màn hình rộng: 6.7 inches | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 48 MP, f/1.6, 26mm (góc rộng), dual pixel PDAF, sensor-shift OIS / 12 MP, f/2.4, 13mm, 120˚ (góc siêu rộng) / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec. | Camera trước: 12 MP, f/1.9, 23mm (góc rộng), PDAF / SL 3D (độ sâu/sinh trắc học) / HDR, Cinematic mode (4K@30fps) / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS | Đèn Flash: Có | Tính năng camera: Dual-LED dual-tone flash, HDR (photo/panorama) | Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec. | Videocall: Có | Tốc độ CPU: 2x3.46 GHz Everest / 4x2.02 GHz Sawtooth | Số nhân: 6 nhân | Chipset: Apple A16 Bionic (4 nm) / 6 nhân (2x3.46 GHz & 4x2.02 GHz) / GPU: Apple GPU (5 lõi đồ họa) | RAM: 6GB | Chip đồ họa (GPU): Apple GPU (5 lõi đồ họa) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 128-512GB, NVMe | Thẻ nhớ ngoài: Không | Hỗ trợ thẻ tối đa: Không | Kiểu dáng: Khung nhôm vuông vức / Kính sau Corning-made / Kính trước Ceramic Shield / Thiết kế màn hình Dynamic Island / Kháng nước, bụi IP68 | Kích thước: 160.9 x 77.8 x 7.8 mm | Trọng lượng (g): 201 g | Loại pin: Li-Ion | Dung lượng pin: Li-Ion x mAh / Sạc nhanh 50% trong 30 ph (QC) / Sạc không dây (MagSafe) 15W / Sạc không dây (Qi) 7.5W | Pin có thể tháo rời: Không | 3G: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 / CDMA2000 1xEV-DO | 4G: 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3094 / 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2847 / 1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3093 / 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3096 | Loại Sim: Nano SIM và eSIM (Quốc tế) / Chỉ eSIM (bản Mỹ) / 2 SIM,Nano SIM (Trung Quốc) | Khe gắn Sim: Nano SIM và eSIM (Quốc tế) / Chỉ eSIM (bản Mỹ) / 2 SIM,Nano SIM (Trung Quốc) | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot | GPS: 5.3, A2DP, LE | Bluetooth: GPS, GLONASS, GALILEO, BDS, QZSS | GPRS/EDGE: Có | Jack tai nghe: Không | NFC: Có | Kết nối USB: USB Type-C 2.0, DisplayPort | Kết nối khác: NFC | Cổng sạc: Type-C | Ghi âm: Có | FM radio: Có"
Điện thoại iPhone 17e Chính hãng,17.950.000 ₫,17950000,,0,https://mobilecity.vn/dien-thoai/iphone-17e-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/03/iphone-17e-00-3.jpg,iPhone Chính hãng,2026-05-06 07:08:09,"Hệ điều hành: iOS 26 | Ngôn ngữ: Tiếng Việt, Đa ngôn ngữ | Loại màn hình: Super Retina XDR OLED | Màu màn hình: 16 triệu màu | Chuẩn màn hình: Super Retina XDR OLED,1200 nits (peak) / 6.1 inches, 1.5K (1170 x 2532 pixels) | Độ phân giải: 1170 x 2532 pixels | Màn hình rộng: 6.1 inches | Công nghệ cảm ứng: Cảm ứng điện dung đa điểm | Camera sau: 48 MP, f/1.6, 26mm (wide), 1/2.55"", 0.7µm, PDAF, OIS / Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, Dolby Vision HDR, OIS, stereo sound rec. | Camera trước: 12 MP, f/1.9, 23mm (wide), 1/3.6"", 1.0µm, PDAF | Đèn Flash: Có | Tính năng camera: PDAF, OIS | Quay phim: 4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, Dolby Vision HDR, OIS, stereo sound rec. | Videocall: Có | Tốc độ CPU: 2x4.26 GHz + 4xX.X GHz | Số nhân: 6 nhân | Chipset: Apple A19 (3 nm) / 6 nhân (2x4.26 GHz + 4xX.X GHz) / GPU: Apple GPU (5 lõi) | RAM: 8GB | Chip đồ họa (GPU): Apple GPU (5 lõi) | Danh bạ: Không giới hạn | Bộ nhớ trong (ROM): 256-512GB, NVMe | Thẻ nhớ ngoài: Không | Hỗ trợ thẻ tối đa: Không | Kiểu dáng: Khung nhôm phẳng + 2 mặt kính phẳng / Kháng nước, bụi IP68 / Bảo mật, mở khóa Face ID | Kích thước: 146.7 x 71.5 x 7.8 mm | Trọng lượng (g): 169 g | Loại pin: Li-Ion | Dung lượng pin: Li-Ion 4005 mAh | Pin có thể tháo rời: Không | Loại Sim: 1 SIM Nano + 2 eSIM (Quốc tế) / 2 SIM Nano (Trung Quốc) / 2 eSIM (Hoa Kỳ) | Khe gắn Sim: 1 SIM Nano + 2 eSIM (Quốc tế) / 2 SIM Nano (Trung Quốc) / 2 eSIM (Hoa Kỳ) | Wifi: Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, hotspot | GPS: GPS, GLONASS, GALILEO, BDS, QZSS, NavIC | Bluetooth: 6.0, A2DP, LE | GPRS/EDGE: Có | NFC: Có | Ghi âm: Có | FM radio: Có"
