ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại Vivo iQOO Z9 Turbo Plus (Dimensity 9300 Plus),6.450.000 ₫,6450000,8.950.000₫,8950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-turbo-plus.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/09/vivo-iqoo-z9-turbo-plus-titan.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 4500 nits (peak) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi Always-on display | Hệ điều hành: Android 14, OriginOS 4 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF, OIS 8 MP, f/2.2 (góc siêu rộng) Quay phim: 4K@30/60fps, 1080p, gyro-EIS, OIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps, gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Pin 6400 mAh Sạc nhanh 80W Sạc ngược (dây) 7.5W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa bo cong nhẹ Màn hình đục lỗ phẳng Kháng nước, bụi IP64 Cảm biến vân tay dưới màn hình"
Điện thoại Vivo Y78 (t1) 5G (Dimensity 6020),6.688.000 ₫,6688000,6.990.000₫,6990000,https://mobilecity.vn/dien-thoai/vivo-y78-t1-5g-dimensity-6020.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/10/vivo-y78-t1-xanh.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: IPS LCD 6.64 inches, Full HD+ (1080 x 2388 pixels) Tỷ lệ 19.9:9, mật độ điểm ảnh ~395 ppi | Hệ điều hành: Android 13, OriginOS 3 | Camera sau: 50 MP, f/1.8 (góc rộng), AF, zoom kỹ thuật số 10x 2 MP, f/2.4 (độ sâu) Quay phim: 1080p, 720p | Camera trước: 8 MP, f/2.0 (góc rộng) Quay phim: 1080p, 720p | Bộ nhớ trong: 256GB, UFS 2.2 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000mAh Sạc nhanh 44W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa với các họa tiết đặc trưng Mặt trước kính, màn hình đục lỗ Cảm biến vân tay cạnh bên Nhận dạng khuôn mặt Face Wake"
Điện thoại Vivo iQOO Neo 10 (Snapdragon 8 Gen 3),7.450.000 ₫,7450000,9.950.000₫,9950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-10.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/11/iqoo-neo10-trang.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz, HDR10+, 1800 nits (HBM), 4500 nits (peak) 6.78 inches, 1.5k (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.8 (góc rộng), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 119˚ (góc siêu rộng) Quay phim: 8K, 4K, 1080p, gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 Nano SIM | Dung lượng pin: Si/C 6100 mAh Sạc nhanh 120W, 100W PPS+PD Sạc 50% pin trong 15 ph (QC) Hỗ trợ sạc ngược (dây) | Thiết kế: Khung nhựa phẳng Mặt lưng cong nhẹ Màn hình phẳng (kính cường lực) Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo iQOO Z10 Turbo (Dimensity 8400 - Pin 7620mAh),7.750.000 ₫,7750000,8.950.000₫,8950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z10-turbo-pin-7000mah.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/vivo-iqoo-z10-turbo-sac-mac.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 2000 nits (HBM), 4400 nits (peak) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi Always-on display | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.8 (góc rộng), 1/1.95"", 0.8µm, PDAF, OIS 2 MP, f/2.4 (depth) Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 16 MP, f/2.5 (góc rộng), 1/3.0"", 1.0µm Quay phim: 1080p@30fps, gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7620 mAh Sạc nhanh 90W, 100% trong 55 phút Hỗ trợ sạc ngược (dây) | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa cong nhẹ Kháng nước, bụi IP65 Cảm biến vân tay quang học dưới màn hình Nhận diện khuôn mặt Face Wake"
Điện thoại Vivo iQOO Z10 Turbo Pro (Snapdragon 8s Gen 4 - Pin 7000mAh),8.250.000 ₫,8250000,9.950.000₫,9950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z10-turbo-pro.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/vivo-iqoo-z10-turbo-pro-cam.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 2000 nits (HBM), 4400 nits (peak) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi Always-on display | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF, OIS 8 MP, f/2.2 (góc siêu rộng) Quay phim: 4K@30/60fps, 1080p, gyro-EIS, OIS | Camera trước: 16 MP f/2.5 (góc rộng), 1/3.0"", 1.0µm Quay phim: 1080p@30fps, gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7000 mAh Sạc nhanh 120W, 100W PD, 100W PPS, sạc 100% trong 33 phút Hỗ trợ sạc ngược (dây) | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa cong nhẹ Kháng nước, bụi IP65 Cảm biến vân tay quang học dưới màn hình Nhận diện khuôn mặt Face Wake"
Điện thoại Vivo iQOO Z10 Turbo Plus (Dimensity 9400 Plus - Pin 8000mAh),8.950.000 ₫,8950000,8.950.000₫,8950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z10-turbo-pro-plus.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/vivo-iqoo-z10-plus-xam.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 4320Hz PWM, 2000 nits (HBM), 5500 nits (peak) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~453 ppi | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.8 (góc rộng), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2 (góc siêu rộng) Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 16 MP, f/2.5 (góc rộng), 1/3.0"", 1.0µm Quay phim: 1080p@30fps, gyro-EIS | Bộ nhớ trong: 256-512GB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-ion 8000 mAh Sạc nhanh 90W, 55W PD/PPS Sạc ngược (dây) Hỗ trợ sạc nhánh | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa cong nhẹ Kháng nước, bụi IP65 Cảm biến vân tay dưới màn hình"
Điện thoại Vivo iQOO Neo 10 Pro Plus (Snapdragon 8 Elite - 6800mAh),10.250.000 ₫,10250000,11.950.000₫,11950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-10-pro-plus.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/05/vivo-iqoo-neo10-pro-plus-xanh.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz, HDR10+, 1800 nits (HBM), 4500 nits (peak) 6.82 inches, 2K (1440 x 3168 pixels) Mật độ điểm ảnh ~510 ppi | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.9, 23mm (góc rộng), PDAF, OIS 8 MP, f/2.2 (góc siêu rộng) Quay phim: 8K, 4K, 1080p, gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 6800 mAh Sạc siêu nhanh 120W, 100W PPS+PD Sạc 70% pin trong 25 phút Hỗ trợ sạc ngược (dây) | Thiết kế: Khung nhựa phẳng Mặt lưng cong nhẹ Kháng nước, bụi IP65 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo iQOO Z11 Turbo (Snapdragon 8 Gen 5 - Khung kim loại),10.350.000 ₫,10350000,11.350.000₫,11350000,https://mobilecity.vn/dien-thoai/vivo-iqoo-z11-turbo-pin-khung.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/01/vivo-iqoo-z11-turbo-0-7.jpg,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR, 1800 nits (HBM), 5000 nits (peak) 6.59 inches, 1.5K (1260x2750 pixels) Tỷ lệ 20:9 Always-on display | Hệ điều hành: Android 16, OriginOS 6 | Camera sau: 200 MP, f/1.8 (góc rộng), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2 (góc siêu rộng) Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 32 MP, f/2.2 (góc rộng) Quay phim: 4K@30fps | Bộ nhớ trong: 256-512GB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7600 mAh Sạc nhanh 100W | Thiết kế: Khung viền nhôm phẳng Mặt lưng phẳng bằng kính hoặc nhựa gia cố sợi Kháng nước, bụi IP66/IP68/IP69/IP69K Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo iQOO Neo 11 5G (Snapdragon 8 Elite - Pin 7500mAh),11.350.000 ₫,11350000,12.550.000₫,12550000,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-11-5g-gia-re.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/iqoo-neo11-xanh-duong.jpg,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz, 2592Hz PWM, HDR10+ 6.82 inches, 2K (1440 x 3168 pixels) Mật độ điểm ảnh ~510 ppi Kính cường lực Rock + Lớp phủ chống phản xạ | Hệ điều hành: Android 16, OriginOS 6 | Camera sau: 50 MP, f/1.9 (góc rộng), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 119˚ (góc siêu rộng) Quay phim: 8K, 4K, 1080p, gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7500 mAh Sạc nhanh 100W, 44W UFCS, 55W PD3.0/PPS Hỗ trợ sạc ngược | Thiết kế: Khung hợp kim nhôm phẳng Mặt lưng sợi thủy tinh phẳng Kháng nước, bụi IP68/IP69 + Chống rơi ở độ cao 1.2m Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo X200s 5G (Dimensity 9400 Plus),13.950.000 ₫,13950000,14.890.000₫,14890000,https://mobilecity.vn/dien-thoai/vivo-x200s-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/vivo-x200s-xanh.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR10+, HDR Vivid, 5000 nits (peak) 6.67 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~460 ppi Hỗ trợ hình ảnh Ultra HDR | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.6, 23mm (góc rộng), 1/1.56"", PDAF, OIS 50 MP, f/2.6, 70mm (tiềm vọng tele), 1/1.95"", PDAF, OIS, zoom quang 3x 50 MP, f/2.0, 15mm, 119˚ (góc siêu rộng), 1/2.76"", 0.64µm, AF Quay phim: 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS | Camera trước: 32 MP, f/2.0, 20mm (góc siêu rộng) Quay phim: 4K@30/60fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano + eSIM Hoặc 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 6200 mAh Sạc nhanh 90W Sạc không dây 40W Hỗ trợ sạc ngược (dây) | Thiết kế: Khung hợp kim nhôm phẳng Mặt lưng kính phẳng; Màn hình đục lỗ phẳng Cảm biến vân tay siêu âm 3D dưới màn hình Kháng nước, bụi IP68/IP69"
Điện thoại Vivo iQOO 13 5G (Snapdragon 8 Elite),14.550.000 ₫,14550000,15.950.000₫,15950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-13-5g-snapdragon-8-gen-4.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/10/iqoo-13-mau-xam.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz, 2592Hz PWM, HDR10+, 800 nits (typ), 1800 nits (HBM), 4500 nits (peak) 6.82 inches, 2K (1440 x 3168 pixels) Tỷ lệ 19.8: 9, mật độ điểm ảnh ~510 ppi Chế độ bảo vệ mắt Kính bảo vệ Crystal Optical | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.9, 23mm (góc rộng), 1/1.56"", PDAF, OIS 50 MP, f/1.9, 46mm (tele), PDAF, OIS, zoom quang 2x, zoom kỹ thuật số 30x 50 MP, f/2.0 (góc siêu rộng), 1/2.76"", AF Quay phim: 8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS | Camera trước: 32 MP, f/2.5, (góc rộng), HDR Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 6150 mAh Sạc siêu nhanh 120W, PPS 100% pin trong 30 phút (QC) | Thiết kế: Khung nhôm phẳng Mặt lưng kính bo cong nhẹ Cảm biến vân tay siêu âm dưới màn hình Kháng nước, bụi IP68/IP69 RGB LED xung quanh cụm camera"
Điện thoại Vivo X200 Pro 5G (Dimensity 9400 - Pin 6000mAh),16.250.000 ₫,16250000,,0,https://mobilecity.vn/dien-thoai/vivo-x200-pro-chip-khung-nhat.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/10/vivo-x200-pro-xanh-duong.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz, HDR10+, Dolby Vision, 4500 nits (peak) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~452 ppi | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.6, 23mm (góc rộng), 1/1.28"", 1.22µm, PDAF, OIS 200 MP, f/2.7, 85mm (tiềm vọng tele), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3.7x optical zoom, macro 2.7:1 50 MP, f/2.0, 15mm, 119˚ (góc siêu rộng), 1/2.76"", 0.64µm, AF Quay phim: 8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit HDR | Camera trước: 32 MP, f/2.0, 20mm (góc siêu rộng), HDR Quay phim: 4K@30/60fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 6000 mAh Sạc nhanh 90W Sạc không dây 30W Hỗ trợ sạc ngược (dây) | Thiết kế: Khung hợp kim nhôm phẳng Mặt lưng kính cong nhẹ Màn hình cong nhẹ kính Scratch/drop-resistant Cảm biến vân tay siêu âm dưới màn hình Kháng nước, bụi IP68/IP69"
Điện thoại Vivo iQOO 15 (Snapdragon 8 Elite Gen 5 - 7000mAh),16.250.000 ₫,16250000,16.950.000₫,16950000,https://mobilecity.vn/dien-thoai/vivo-iqoo-15-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/vivo-iqoo-15-trang.jpg,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz, 2592Hz PWM, Dolby Vision, HDR10+, HDR Vivid, 1000 nits (typ), 2600 nits (HBM), 6000 nits (peak) 6.85 inches, 2K (1440 x 3168 pixels) Mật độ điểm ảnh ~508 ppi | Hệ điều hành: Android 16, OriginOS 6 Hỗ trợ cập nhật 4 bản Android chính | Camera sau: 50 MP, f/1.9 (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.7 (tele tiềm vọng), 1/1.95"", 0.8µm, PDAF, OIS, zoom quang 3x 50 MP, f/2.1, 15mm (góc siêu rộng), 1/2.76"", 0.64µm, AF Quay phim: 8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS | Camera trước: 32 MP, f/2.2, 21mm (góc rộng), HDR Quay phim: 4K@30/60fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 7000 mAh Sạc nhanh 100W, PPS Sạc không dây 40W | Thiết kế: Khung kim loại phẳng Mặt lưng phẳng Kháng nước, bụi IP68/IP69 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo X300 5G (Dimensity 9500 - Pin 6040mAh),16.650.000 ₫,16650000,17.990.000₫,17990000,https://mobilecity.vn/dien-thoai/vivo-x300-5g-camera-zeiss.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/vivo-x300-tim.jpg,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz, 2160Hz PWM, HDR10+, HDR Vivid, 4500 nits (peak) 6.31 inches, 1.5K (1216 x 2640 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~460 ppi | Hệ điều hành: Android 16, OriginOS 6 | Camera sau: 200 MP, f/1.7, 23mm (góc rộng), 1/1.4"", 0.56µm, PDAF, OIS 50 MP, f/2.6, 70mm (tiềm vọng tele), zoom quang 3x, 1/1.95"", PDAF, OIS 50 MP, f/2.0, 15mm, 119˚ (góc siêu rộng), 1/2.76"", 0.64µm, AF Quay phim: 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, 4K@120fps HDR | Camera trước: 50 MP, f/2.0 (góc siêu rộng), 1/2.76"", 0.64µm, AF Quay phim: 4K@30/60fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano (Trung Quốc) 2 SIM Nano + eSIM (Quốc tế) | Dung lượng pin: Si/C Li-Ion 6040 mAh Sạc nhanh 90W Sạc không dây 40W Hỗ trợ sạc ngược (dây) | Thiết kế: Khung hợp kim nhôm phẳng Mặt lưng kính phẳng Kháng nước, bụi IP68/IP69 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo X300 Pro 5G (Dimensity 9500 - Pin 6510mAh),19.950.000 ₫,19950000,21.990.000₫,21990000,https://mobilecity.vn/dien-thoai/vivo-x300-pro-camera-khung.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/vivo-x300-pro-nau.jpg,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz, 2160Hz PWM, HDR10+, HDR Vivid, Dolby Vision, 4500 nits (peak) 6.78 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~452 ppi | Hệ điều hành: Android 16, OriginOS 6 | Camera sau: 50 MP, f/1.6, 24mm (góc rộng), 1/1.28"", 1.22µm, PDAF, OIS 200 MP, f/2.7, 85mm (tiềm vọng tele), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, zoom quang 3.7x, macro 2.7:1 50 MP, f/2.0, 15mm, 119˚ (góc siêu rộng), 1/2.76"", 0.64µm, AF Quay phim: 8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, 4K@120fps 10-bit Log, Dolby Vision HDR | Camera trước: 50 MP, f/2.0 (góc rộng), 1/2.76"", 0.64µm, AF Quay phim: 4K@30/60fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano (Trung Quốc) 2 SIM Nano + eSIM (Quốc tế) | Dung lượng pin: Si/C Li-Ion 6510 mAh Sạc nhanh 90W Sạc không dây 40W Hỗ trợ sạc ngược có dây và không dây | Thiết kế: Khung hợp kim nhôm phẳng Mặt lưng kính phẳng Kháng nước, bụi IP68/IP69 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Vivo X200 Ultra (Snapdragon 8 Elite),21.250.000 ₫,21250000,23.050.000₫,23050000,https://mobilecity.vn/dien-thoai/vivo-x200-ultra-snapdragon-8-gen-4.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/vivo-x200-ultra-trang.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz, Dolby Vision, HDR Vivid, 4500 nits (peak) 6.82 inches, 2K (1440 x 3168 pixels) Mật độ điểm ảnh ~510 ppi Kính cường lực Armor | Hệ điều hành: Android 15, OriginOS 5 | Camera sau: 50 MP, f/1.7, 35mm (góc rộng), 1/1.28"", 1.22µm, dual pixel PDAF, gimbal OIS 200 MP, f/2.3, 85mm (tiềm vọng tele), 1/1.4"", 0.56µm, PDAF đa hướng, OIS, zoom quang 3.7x, macro 3.4:1 (ống kính zoom bổ sung tùy chọn: f/2.3, 200mm, zoom quang 2.35x, quang học Zeiss) 50 MP, f/2.0, 14mm, 116˚ (góc siêu rộng), 1/1.28"", 1.22µm, PDAF điểm ảnh kép, OIS Quay phim: 8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, Dolby Vision HDR, 10-bit Log, HDR10+ | Camera trước: 50 MP, f/2.5, 24mm (góc rộng), 1/2.76"", 0.64µm, AF, HDR Quay phim: 4K@30/60fps, 1080p@30/60fps | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 6000mAh Sạc nhanh 90W Sạc không dây 40W Hỗ trợ sạc ngược (dây + Không đây) | Thiết kế: Khung nhôm phẳng Mặt lưng kính cong rất nhẹ Màn hình cong nhẹ 4 cạnh Cảm biến vân tay siêu âm 3D dưới màn hình Kháng nước, bụi IP68/IP69"
Điện thoại Vivo Y04 Chính hãng,2.950.000 ₫,2950000,,0,https://mobilecity.vn/dien-thoai/vivo-y04-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/vivo-y04-chinh-hang-vang-titan.jpg.webp,Vivo,2026-04-27 11:55:14,"Màn hình: IPS LCD, 90Hz, 570 nits (HBM) 6.74 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~260 ppi | Hệ điều hành: Android 14, Funtouch 14 | Camera sau: 13 MP, f/2.2 (góc rộng), PDAF 0.08 MP, f/3.0 (phụ) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 64-128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 5500 mAh Sạc nhanh 15W | Thiết kế: khung nhựa phẳng Mặt lưng nhựa phẳng Tiêu chuẩn độ bền quân đội MIL-STD-810H Kháng nước, bụi IP64"
"Điện thoại OnePlus Nord CE 2 (Dimensity 900, Màn AMOLED 90Hz)",3.450.000 ₫,3450000,7.650.000₫,7650000,https://mobilecity.vn/dien-thoai/oneplus-nord-ce-2.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/oneplus-nord-ce-2-mau-den.jpg.webp,OnePlus,2026-04-27 11:56:38,"Màn hình: AMOLED, 90Hz, HDR10+ 6.43 inches, Full HD+ (1080 x 2400 pixels) Corning Gorilla Glass 5 | Hệ điều hành: Android 11, OxygenOS 11 Được lên Android 13, OxygenOS 13 | Camera sau: 64 MP, f/1.8, (góc rộng) 8 MP, f/2.2, 119˚ (góc siêu rộng) 2 MP, f/2.4, (macro) Quay phim: 4K@30fps, 1080p@30/60/120fps, gyro-EIS | Camera trước: 16 MP, f/2.4, (góc rộng) Quay phim: 1080p@30/60fps, gyro-EIS | Bộ nhớ trong: 128GB | Thẻ SIM: 2 SIM, NANO SIM | Dung lượng pin: Li-Po 4500 mAh Sạc nhanh 65W | Thiết kế: Thanh + Cảm ứng"
Điện thoại OnePlus Ace 5 5G (Snapdragon 8 Gen 3),8.250.000 ₫,8250000,9.950.000₫,9950000,https://mobilecity.vn/dien-thoai/oneplus-ace-5-5g-chip-snapdragon.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/12/oneplus-ace-5-xanh-la.jpg.webp,OnePlus,2026-04-27 11:56:38,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz, HDR10+, Dolby Vision, 800 nits (typ), 1600 nits (HBM), 4500 nits (peak) 6.78 inches, 1.5K (1264 x 2780 pixels) Mật độ điểm ảnh ~450 ppi | Hệ điều hành: Android 15, ColorOS 15 | Camera sau: 50 MP, f/1.8, 24mm (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 16mm, 112˚ (góc siêu rộng), 1/4.0"", 1.12µm 2 MP, f/2.4 (macro) Quay phim: 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS | Camera trước: 16 MP, f/2.4, 24mm (góc rộng), 1/3"", 1.0µm HDR, panorama Quay phim: 1080p@30fps, gyro-EIS | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 6415 mAh Sạc nhanh 80W, 18W PD Sạc đầy 100% trong 35 phút (QC) | Thiết kế: Khung viền nhôm phẳng Mặt lưng kính Crystal Shield/sứ Geramic Kính trước Crystal Shield phẳng Kháng nước, bụi IP65"
